Source,Destination,Source Port,Destination Port
192.168.1.1,192.168.1.24,,
192.168.1.24,17.242.214.7,51270.0,443.0
192.168.1.24,162.159.135.232,,
162.159.135.232,192.168.1.24,,
192.168.1.24,17.57.172.11,51271.0,443.0
17.242.214.7,192.168.1.24,443.0,51270.0
192.168.1.24,17.242.214.7,51270.0,443.0
192.168.1.24,17.242.214.7,51270.0,443.0
162.159.135.232,192.168.1.24,,
192.168.1.24,162.159.135.232,,
17.57.172.11,192.168.1.24,443.0,51271.0
192.168.1.24,17.57.172.11,51271.0,443.0
17.242.214.7,192.168.1.24,443.0,51270.0
17.242.214.7,192.168.1.24,443.0,51270.0
192.168.1.24,17.242.214.7,51270.0,443.0
17.242.214.7,192.168.1.24,443.0,51270.0
192.168.1.24,17.242.214.7,51270.0,443.0
192.168.1.24,17.242.214.7,51270.0,443.0
192.168.1.24,17.242.214.7,51270.0,443.0
192.168.1.24,17.242.214.7,51270.0,443.0
17.242.214.7,192.168.1.24,443.0,51270.0
17.242.214.7,192.168.1.24,443.0,51270.0
17.242.214.7,192.168.1.24,443.0,51270.0
17.242.214.7,192.168.1.24,443.0,51270.0
192.168.1.24,17.242.214.7,51270.0,443.0
192.168.1.24,17.242.214.7,51270.0,443.0
192.168.1.24,17.242.214.7,51270.0,443.0
17.242.214.7,192.168.1.24,443.0,51270.0
17.242.214.7,192.168.1.24,443.0,51270.0
17.242.214.7,192.168.1.24,443.0,51270.0
192.168.1.24,17.242.214.7,51270.0,443.0
192.168.1.24,17.57.172.11,51272.0,443.0
,,,
17.57.172.11,192.168.1.24,443.0,51272.0
192.168.1.24,17.57.172.11,51272.0,443.0
192.168.1.24,17.57.172.11,51272.0,443.0
17.57.172.11,192.168.1.24,443.0,51272.0
17.57.172.11,192.168.1.24,443.0,51272.0
17.57.172.11,192.168.1.24,443.0,51272.0
,,443.0,51181.0
,,443.0,51181.0
,,443.0,51181.0
,,51181.0,443.0
192.168.1.24,17.57.172.11,51272.0,443.0
,,51181.0,443.0
,,51181.0,443.0
,,51181.0,443.0
,,51181.0,443.0
192.168.1.24,17.57.172.11,51272.0,443.0
192.168.1.24,17.57.172.11,51272.0,443.0
192.168.1.24,17.57.172.11,51272.0,443.0
,,443.0,51181.0
,,443.0,51181.0
,,443.0,51181.0
,,443.0,51181.0
17.57.172.11,192.168.1.24,443.0,51272.0
17.57.172.11,192.168.1.24,443.0,51272.0
17.57.172.11,192.168.1.24,443.0,51272.0
17.57.172.11,192.168.1.24,443.0,51272.0
192.168.1.24,17.57.172.11,51272.0,443.0
192.168.1.24,17.57.172.11,51272.0,443.0
192.168.1.24,17.57.172.11,51272.0,443.0
17.57.172.11,192.168.1.24,443.0,51272.0
17.57.172.11,192.168.1.24,443.0,51272.0
17.57.172.11,192.168.1.24,443.0,51272.0
192.168.1.24,17.57.172.11,51272.0,443.0
192.168.1.2,224.0.0.251,,
,,,
192.168.1.2,224.0.0.251,,
,,,
,,,
192.168.1.2,224.0.0.251,,
,,,
192.168.1.2,224.0.0.251,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
192.168.1.2,224.0.0.251,,
,,,
192.168.1.2,224.0.0.251,,
,,,
,,,
0.0.0.0,255.255.255.255,,
,,,
192.168.1.24,162.159.135.232,,
162.159.135.232,192.168.1.24,,
162.159.135.232,192.168.1.24,,
192.168.1.24,162.159.135.232,,
192.168.1.24,162.159.135.232,51213.0,443.0
162.159.135.232,192.168.1.24,443.0,51213.0
,,,
,,,
192.168.1.24,162.159.135.232,,
162.159.135.232,192.168.1.24,,
192.168.1.1,255.255.255.255,,
162.159.136.234,192.168.1.24,443.0,51218.0
192.168.1.24,162.159.136.234,51218.0,443.0
162.159.135.232,192.168.1.24,,
162.159.135.232,192.168.1.24,,
192.168.1.24,162.159.135.232,,
0.0.0.0,255.255.255.255,,
192.168.1.1,255.255.255.255,,
192.168.1.2,224.0.0.251,,
,,,
192.168.1.2,224.0.0.251,,
,,,
,,,
192.168.1.12,224.0.0.251,,
,,,
,,,
192.168.1.12,224.0.0.251,,
,,,
192.168.1.12,224.0.0.251,,
,,,
192.168.1.12,224.0.0.251,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
192.168.1.24,162.159.137.232,51227.0,443.0
162.159.137.232,192.168.1.24,443.0,51227.0
192.168.1.24,17.250.84.48,51266.0,443.0
192.168.1.24,17.250.84.48,51266.0,443.0
192.168.1.24,162.159.133.233,51228.0,443.0
162.159.133.233,192.168.1.24,443.0,51228.0
17.250.84.48,192.168.1.24,443.0,51266.0
192.168.1.24,17.250.84.48,51266.0,443.0
17.250.84.48,192.168.1.24,443.0,51266.0
,,,
,,51236.0,443.0
,,443.0,51236.0
,,,
,,,
,,,
,,,
,,,
192.168.1.2,224.0.0.251,,
192.168.1.2,224.0.0.251,,
,,,
,,,
192.168.1.2,224.0.0.251,,
192.168.1.2,224.0.0.251,,
,,,
,,,
,,,
,,,
